votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S357,S331,S293,S153,S407,S387,S388,S399,S359,S408,S361,S344,S395,S236,S345,S362,S406,S389,S363,S311,S378,S057,S346,S405,S409,S410,S338,S369,S411,S174,S306,S322,S347,S288,S364,S229,S348,S380,S349,S259,S323,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S412,S390,S327,S366,S316,S318,S247,S391,S414,S413,S415
342,117-1-342,2021-08-11 00:16:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3680 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
343,117-1-343,2021-08-11 00:35:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3062 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
344,117-1-344,2021-08-11 00:56:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3781 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
345,117-1-345,2021-08-11 01:16:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 2734 to S.Con.Res. 14 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1.0,1.0
346,117-1-346,2021-08-11 01:37:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3243 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
347,117-1-347,2021-08-11 01:55:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3797 to S.Con.Res. 14 (No short title on file),1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.0,1.0,1.0
348,117-1-348,2021-08-11 02:25:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3758 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
349,117-1-349,2021-08-11 02:35:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3141 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
350,117-1-350,2021-08-11 02:48:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3331 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
351,117-1-351,2021-08-11 03:02:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3742 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
352,117-1-352,2021-08-11 03:11:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3568 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
353,117-1-353,2021-08-11 03:19:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3650 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
354,117-1-354,2021-08-11 03:27:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3626 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
355,117-1-355,2021-08-11 03:36:00,3/5,Motion Rejected,On the Motion (Motion to Waive Sec. 904 of the C.B.A. Re: Cruz Amdt. No. 3681),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
356,117-1-356,2021-08-11 03:45:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3815 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
357,117-1-357,2021-08-11 03:51:00,1/2,Concurrent Resolution Agreed to,On the Concurrent Resolution S.Con.Res. 14,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
358,117-1-358,2021-08-11 04:06:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge S. 1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
359,117-1-359,2021-09-13 17:40:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN127,1,0,1,0,1,1,3,0,3,1,1,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,1,0,1,1,0,3,1,1,0,1,0,1,0,1,1,3,0,1,0,3,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,3.0,1.0
360,117-1-360,2021-09-14 11:51:00,1/2,Nomination Confirmed,On the Nomination PN127,1,0,1,0,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,1,0,1,1,0,3,1,1,0,1,0,1,0,1,1,3,0,1,0,3,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,3,1.0,1.0,1.0
361,117-1-361,2021-09-14 12:37:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN562,1,0,1,0,1,0,1,0,3,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,3,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,3,1,1,0,1,0,1,0,0,1,3,0,1,0,3,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,3,1.0,1.0,1.0
362,117-1-362,2021-09-14 14:20:00,1/2,Nomination Confirmed,On the Nomination PN562,1,0,1,0,1,0,1,0,3,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,3,1,1,0,1,0,1,0,0,1,3,0,1,0,3,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,3,1.0,1.0,1.0
363,117-1-363,2021-09-14 14:57:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN567,1,0,1,0,1,0,1,0,3,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,3,1,1,0,1,0,1,0,0,1,3,0,1,0,3,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,3,1.0,1.0,1.0
364,117-1-364,2021-09-14 16:59:00,1/2,Nomination Confirmed,On the Nomination PN567,1,0,1,0,1,0,1,0,3,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,3,1,1,0,1,0,1,0,0,1,3,0,1,0,3,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
365,117-1-365,2021-09-14 17:44:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN570,1,0,1,0,1,0,1,0,3,1,0,1,0,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,3,1,1,0,1,0,1,0,0,1,3,0,1,0,3,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
366,117-1-366,2021-09-20 17:30:00,1/2,Nomination Confirmed,On the Nomination PN570,1,0,1,3,1,0,1,0,0,1,0,1,0,1,1,1,3,1,1,0,1,0,0,0,0,0,1,1,0,3,0,1,3,0,0,,1,0,1,1,1,0,0,3,0,1,1,0,1,1,0,1,0,,1,0,1,3,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,3,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
367,117-1-367,2021-09-21 11:45:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN396,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
368,117-1-368,2021-09-21 14:35:00,1/2,Nomination Confirmed,On the Nomination PN396,1,0,1,0,1,0,1,0,0,1,3,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
369,117-1-369,2021-09-21 18:05:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge PN116,1,0,1,0,1,0,1,0,0,1,3,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,3,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
370,117-1-370,2021-09-22 11:19:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN365,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,3,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1.0,1.0,1.0
371,117-1-371,2021-09-22 12:08:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN630,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,3,1,1,1,1,0,,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
372,117-1-372,2021-09-22 14:50:00,1/2,Nomination Confirmed,On the Nomination PN365,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,3,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1.0,1.0,1.0
373,117-1-373,2021-09-22 18:31:00,1/2,Nomination Confirmed,On the Nomination PN630,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,3,1,1,1,1,1,,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
374,117-1-374,2021-09-22 19:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN642,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,3,0,0,1,1,1,3,1,1,3,1,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,,1,0,3,1,0,1,1,1,0,1,1,1,3,1,1,1,0,1,1,3,0,1,0,1,1,0,1,1,3,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1.0,1.0,1.0
375,117-1-375,2021-09-23 10:03:00,1/2,Nomination Confirmed,On the Nomination PN642,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,3,1,1,1,1,0,,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,3,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1.0,1.0,1.0
376,117-1-376,2021-09-23 11:01:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN607,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,3,1,1,1,1,1,,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,3,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
377,117-1-377,2021-09-23 13:52:00,1/2,Nomination Confirmed,On the Nomination PN607,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,3,1,1,1,1,1,,1,0,1,1,1,1,1,1,3,1,1,3,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
378,117-1-378,2021-09-23 14:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN494,1,1,1,0,1,1,1,0,0,1,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,3,1,1,1,1,1,,1,0,1,1,1,1,1,1,3,1,1,3,1,1,0,1,0,,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,3,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
379,117-1-379,2021-09-23 17:25:00,1/2,Nomination Confirmed,On the Nomination PN494,1,1,1,1,1,1,1,0,0,1,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,3,1,1,0,3,1,1,1,1,1,,1,0,1,1,1,1,1,3,3,1,1,3,1,1,1,1,0,,1,1,1,1,0,1,1,1,3,1,1,1,0,1,1,1,3,1,1,3,0,3,0,1,1,3,1,1,1,1,1,1,1,1,0,3,3,0,3,1,1,1,1,1,1,1.0,1.0,1.0
380,117-1-380,2021-09-23 18:08:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN548,1,1,1,1,1,1,1,0,0,1,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,3,1,1,0,3,1,1,1,1,0,,1,0,1,1,1,1,0,3,3,1,1,3,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,1,1,0,1,1,1,3,1,1,3,0,3,0,1,1,3,1,1,1,1,1,1,0,1,0,3,3,0,3,1,1,1,0,1,1,1.0,1.0,1.0
381,117-1-381,2021-09-23 19:59:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN446,1,0,1,3,1,1,1,0,0,1,3,1,1,1,1,1,3,1,1,0,1,0,0,1,0,3,1,1,0,3,0,1,1,0,0,,1,0,1,1,1,0,0,3,3,3,1,3,1,1,0,1,0,,1,0,1,1,0,1,1,1,3,1,1,1,0,1,1,1,3,1,1,3,3,3,0,1,1,3,0,1,0,1,1,1,1,1,0,3,3,0,1,1,1,1,0,1,0,1.0,1.0,1.0
382,117-1-382,2021-09-23 20:37:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN545,1,0,1,3,1,1,1,0,0,1,3,1,1,1,1,1,3,1,1,1,1,0,0,1,0,3,1,1,0,3,0,1,1,0,0,,1,0,1,1,1,0,0,3,3,3,1,3,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,1,1,0,1,1,1,3,1,1,3,3,3,0,1,1,3,0,1,0,1,1,1,1,1,0,3,3,0,1,1,1,1,0,1,1,1.0,1.0,1.0
383,117-1-383,2021-09-23 20:57:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN447,1,0,1,3,1,0,1,0,0,1,3,1,1,1,1,1,3,1,1,1,1,0,0,0,0,3,1,1,0,3,0,1,1,0,0,,1,0,1,1,1,0,0,3,3,3,1,3,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,1,1,0,1,1,1,3,1,1,3,3,3,0,1,1,3,0,1,0,1,1,1,0,1,0,3,3,0,1,1,1,1,0,1,0,1.0,1.0,1.0
384,117-1-384,2021-09-23 21:15:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN550,1,0,1,3,1,1,1,0,0,1,3,1,1,1,1,1,3,1,1,1,1,0,1,1,0,3,1,1,0,3,1,1,1,0,1,,1,0,1,1,1,0,1,3,3,3,1,3,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,1,1,0,1,1,1,3,1,1,3,3,3,0,1,1,3,0,1,0,1,1,1,0,1,0,3,3,0,1,1,1,1,1,1,1,1.0,1.0,1.0
385,117-1-385,2021-09-27 17:46:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed H.R. 5305,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,3,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,3,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
386,117-1-386,2021-09-28 11:37:00,1/2,Nomination Confirmed,On the Nomination PN548,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,3,1,1,1,1,0,,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1.0,1.0,1.0
387,117-1-387,2021-09-28 15:27:00,1/2,Nomination Confirmed,On the Nomination PN446,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,3,0,1,1,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,3,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
388,117-1-388,2021-09-28 17:14:00,1/2,Nomination Confirmed,On the Nomination PN545,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,3,0,1,1,1,0,,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1.0,1.0,1.0
389,117-1-389,2021-09-28 18:57:00,1/2,Nomination Confirmed,On the Nomination PN447,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,3,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,3,1,3,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,3,1,3,0,1,0,1,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
390,117-1-390,2021-09-29 10:30:00,1/2,Nomination Confirmed,On the Nomination PN550,1,0,1,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,3,0,0,1,1,0,1,1,1,1,0,1,,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,,1,0,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1.0,1.0
391,117-1-391,2021-09-29 14:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN265,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,3,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
392,117-1-392,2021-09-29 15:15:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN560,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,3,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,3,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
